Student_Id,Gender,Age,Department,Residence,Family Income,Attendance_percentage,Semester_GPA,Internal_Assesment_Score,Backlogs,Assignment_Submission_Rate,LMS_login_fequency,Library_visits,Club_participation,Scholarship_Status,Consecutive_Absence_Days,Academic_Warnings,Tution_Fee_Due,Dropout
STU00244,Male,24,CSE,Day Scholar,80254,83.7,7.75,74,0,68.1,0,2,1,0,4,0,1,0
STU00245,Male,19,ECE,Hosteler,196278,66.7,5.84,13,1,82.6,0,2,0,0,8,0,0,0
STU00246,Feamle,19,CSE,Day Scholar,187091,70.7,7.37,35,1,89.4,1,2,0,0,3,1,0,0
STU00247,Male,21,MC,Day Scholar,36281,65.9,8.51,34,0,68.3,1,3,0,1,14,0,0,0
STU00248,Male,24,MC,Hosteler,25863,49.1,7.17,63,0,86.5,0,5,0,0,14,0,0,0
STU00249,Male,23,AIML,Day Scholar,72203,76.4,7.36,24,0,90.6,0,6,0,0,10,1,0,0
STU00250,Male,21,AIML,Day Scholar,56539,79.3,8.55,96,2,69.6,0,5,0,0,12,0,0,0
STU00251,Feamle,18,ECE,Hosteler,193160,64.9,9.31,8,0,68.6,0,0,1,1,7,0,0,0
STU00252,Male,24,ECE,Day Scholar,82438,91.3,6.82,76,1,81.7,0,4,0,0,8,1,1,0
STU00253,Feamle,22,MC,Day Scholar,36077,68.5,4.99,42,0,60.3,0,6,1,1,7,1,0,0
STU00254,Male,22,MC,Day Scholar,176345,65.4,5.05,9,2,100.0,2,3,0,0,0,0,1,0
STU00255,Male,22,MC,Day Scholar,143968,82.9,5.96,56,2,86.0,0,2,0,1,10,0,0,0
STU00256,Male,20,ECE,Day Scholar,51052,51.9,5.6,32,0,57.7,1,6,0,1,8,0,0,0
STU00257,Male,19,MC,Day Scholar,87955,88.6,4.48,8,1,88.9,0,6,0,0,3,0,1,0
STU00258,Feamle,21,ECE,Hosteler,164590,69.0,9.77,53,1,70.7,0,9,1,0,3,1,1,0
STU00259,Feamle,22,MC,Hosteler,158468,89.8,7.79,12,0,99.0,1,6,0,0,14,0,0,0
STU00260,Male,18,CSE,Day Scholar,104548,94.3,6.21,23,1,86.1,3,3,0,0,4,0,1,0
STU00261,Male,22,CSE,Day Scholar,191149,84.6,6.95,61,2,88.6,0,5,0,1,14,0,0,0
STU00262,Feamle,23,MC,Day Scholar,31981,62.8,4.32,39,0,25.8,2,5,1,0,6,0,0,0
STU00263,Male,19,CSE,Day Scholar,118989,56.2,8.74,58,2,85.6,1,4,0,0,0,0,1,0
STU00264,Male,24,ECE,Day Scholar,88292,53.5,4.08,55,0,100.0,0,5,0,0,2,0,0,1
STU00265,Male,19,AIML,Hosteler,84842,91.5,7.77,63,1,100.0,0,2,1,0,8,0,1,0
STU00266,Feamle,24,CSE,Day Scholar,156095,73.0,4.24,59,0,100.0,0,3,0,1,2,0,0,0
STU00267,Feamle,24,AIML,Hosteler,41219,66.0,6.38,80,0,100.0,0,5,1,0,6,0,0,0
STU00268,Feamle,21,CSE,Day Scholar,130862,73.0,8.86,96,0,79.2,2,4,0,0,6,1,0,0
STU00269,Male,20,ECE,Day Scholar,168166,91.2,4.55,22,1,98.8,0,1,0,0,9,2,0,0
STU00270,Male,24,CSE,Day Scholar,57853,86.7,6.78,26,0,79.3,0,2,1,0,6,1,0,0
STU00271,Feamle,24,CSE,Hosteler,156718,81.6,7.94,60,1,91.9,1,13,1,0,0,0,0,0
STU00272,Feamle,21,MC,Day Scholar,197997,84.6,7.7,43,0,99.1,0,6,0,0,7,0,1,0
STU00273,Feamle,22,AIML,Day Scholar,194999,77.7,7.11,56,2,81.7,0,2,0,1,9,0,0,0
STU00274,Feamle,23,AIML,Day Scholar,163063,79.5,7.74,42,1,98.8,0,4,0,0,5,1,0,0
STU00275,Male,18,ECE,Hosteler,170050,78.3,6.08,61,0,69.0,1,13,0,0,9,0,0,0
STU00276,Feamle,21,ECE,Day Scholar,55723,75.0,9.9,25,0,93.7,2,7,0,0,10,3,0,0
STU00277,Male,20,AIML,Day Scholar,175859,86.3,4.58,87,0,84.3,0,3,0,0,13,0,0,0
STU00278,Feamle,21,MC,Day Scholar,111693,80.4,8.74,74,0,70.2,0,6,0,0,13,0,0,0
STU00279,Male,19,MC,Day Scholar,134045,61.8,7.28,92,0,99.3,0,2,0,0,12,1,0,0
STU00280,Feamle,22,AIML,Hosteler,64791,82.9,7.93,63,0,51.6,0,5,0,0,7,0,0,0
STU00281,Feamle,22,CSE,Hosteler,95171,78.7,8.19,68,1,74.5,0,4,1,1,8,0,0,0
STU00282,Feamle,24,AIML,Day Scholar,166004,84.2,7.83,23,1,80.2,1,6,1,0,2,0,0,0
STU00283,Feamle,22,CSE,Hosteler,56911,73.4,5.78,72,0,100.0,0,3,1,1,8,0,1,0
STU00284,Male,22,AIML,Day Scholar,143458,87.2,6.57,73,0,77.6,0,2,1,1,2,1,0,0
STU00285,Feamle,22,CSE,Hosteler,125948,74.1,4.82,10,0,77.7,0,4,0,0,3,0,0,0
STU00286,Male,22,MC,Day Scholar,121301,85.9,6.55,94,1,100.0,0,5,1,0,1,0,0,0
STU00287,Male,18,AIML,Hosteler,123512,68.2,7.48,66,1,82.4,0,6,0,0,14,0,0,0
STU00288,Male,20,ECE,Day Scholar,161018,69.2,7.91,88,0,64.3,0,4,1,0,1,0,1,0
STU00289,Male,24,CSE,Hosteler,104899,84.0,7.59,52,0,100.0,1,4,0,0,14,0,1,0
STU00290,Feamle,22,MC,Hosteler,165459,70.0,4.37,42,0,98.4,1,2,0,0,8,0,1,0
STU00291,Male,24,ECE,Hosteler,69573,100.0,6.16,26,0,73.6,0,6,1,1,1,0,1,0
STU00292,Male,20,MC,Hosteler,135298,83.5,6.01,0,0,77.4,1,6,0,0,12,0,0,0
STU00293,Male,23,CSE,Day Scholar,61405,75.4,5.03,48,1,57.4,0,5,0,0,3,1,1,1
STU00294,Feamle,22,AIML,Hosteler,29152,87.3,5.75,47,1,85.2,0,6,0,0,8,1,0,0
STU00295,Feamle,24,MC,Day Scholar,186487,67.8,7.0,79,0,98.7,0,4,0,1,6,2,0,0
STU00296,Feamle,21,AIML,Day Scholar,130575,88.8,9.12,98,0,44.0,0,5,0,0,0,0,0,0
STU00297,Feamle,24,AIML,Day Scholar,133190,88.4,5.57,78,0,84.2,1,6,0,0,2,0,1,0
STU00298,Male,22,MC,Day Scholar,124977,93.8,5.31,97,1,51.2,0,6,0,0,9,0,0,0
STU00299,Male,19,MC,Day Scholar,182920,68.4,6.1,52,1,73.6,1,2,1,0,9,1,0,0
STU00300,Feamle,18,MC,Day Scholar,194466,56.7,7.51,10,1,83.2,3,6,0,1,12,0,0,0
STU00301,Male,21,AIML,Day Scholar,51455,65.8,8.84,8,0,83.8,0,5,0,0,2,0,1,0
STU00302,Male,21,ECE,Hosteler,86560,70.8,6.87,60,2,100.0,0,8,0,0,3,0,0,0
STU00303,Male,19,CSE,Day Scholar,111764,100.0,4.83,87,0,85.8,1,3,0,0,2,0,0,0
STU00304,Feamle,22,ECE,Day Scholar,167993,100.0,5.15,100,0,68.7,0,6,0,0,13,0,0,0
STU00305,Feamle,18,AIML,Day Scholar,183251,80.2,7.28,98,0,61.1,2,4,1,0,0,0,0,0
STU00306,Male,21,MC,Day Scholar,122895,75.1,8.49,21,1,68.8,0,2,0,0,11,0,0,0
STU00307,Feamle,18,MC,Day Scholar,183109,69.8,9.72,70,1,87.5,0,5,0,0,14,0,0,0
STU00308,Feamle,21,CSE,Hosteler,53275,87.4,5.23,43,1,44.8,0,5,0,0,11,0,0,0
STU00309,Feamle,22,CSE,Day Scholar,56692,100.0,7.21,29,2,55.8,1,6,0,1,8,2,0,0
STU00310,Feamle,23,ECE,Day Scholar,28872,100.0,5.46,59,0,85.9,1,5,0,0,11,2,1,1
STU00311,Feamle,21,ECE,Hosteler,71764,92.1,5.65,92,0,76.3,0,2,0,0,3,3,0,0
STU00312,Male,23,CSE,Day Scholar,139564,91.8,5.53,54,0,89.4,0,2,1,0,3,0,0,0
STU00313,Feamle,21,AIML,Day Scholar,110871,87.5,6.5,38,1,63.9,0,4,0,0,3,0,1,0
STU00314,Male,20,ECE,Day Scholar,106143,74.3,5.68,40,1,68.1,0,1,0,0,8,0,0,0
STU00315,Male,22,MC,Day Scholar,148268,64.0,10.0,8,0,100.0,0,6,1,0,4,0,0,0
STU00316,Feamle,19,MC,Hosteler,186033,74.7,6.31,0,0,93.1,1,2,1,0,3,0,0,0
STU00317,Male,23,AIML,Day Scholar,44466,81.3,8.48,2,1,49.6,0,4,1,0,0,0,0,0
STU00318,Male,19,CSE,Day Scholar,166834,53.2,6.01,68,0,45.0,0,5,0,0,14,1,0,0
STU00319,Male,22,ECE,Hosteler,170002,72.7,10.0,10,0,59.3,1,1,1,0,3,3,0,0
STU00320,Feamle,24,MC,Hosteler,90191,62.6,7.51,3,0,68.2,0,7,0,0,14,0,0,0
STU00321,Feamle,19,CSE,Day Scholar,90555,90.2,8.26,32,0,98.8,0,2,0,1,10,1,1,0
STU00322,Male,22,ECE,Hosteler,121878,66.8,6.11,32,1,55.1,0,3,0,1,8,0,0,0
STU00323,Feamle,19,AIML,Day Scholar,74875,79.9,8.46,44,0,94.7,0,5,1,1,10,1,0,0
STU00324,Feamle,23,MC,Hosteler,190386,64.5,7.5,19,0,72.5,1,8,1,0,0,0,0,0
STU00325,Feamle,20,AIML,Day Scholar,102460,99.0,6.43,36,0,77.2,0,2,0,0,2,0,0,0
STU00326,Feamle,19,AIML,Day Scholar,66255,49.5,5.38,83,1,71.2,1,4,1,0,13,0,0,1
STU00327,Male,23,AIML,Hosteler,69662,82.1,6.64,97,2,86.7,0,6,1,0,14,0,0,0
STU00328,Male,21,ECE,Day Scholar,108082,55.8,6.52,20,1,99.8,0,4,0,0,8,0,0,0
STU00329,Feamle,22,AIML,Day Scholar,100366,67.4,8.3,57,1,65.6,2,6,0,0,14,0,0,0
STU00330,Feamle,18,ECE,Day Scholar,69496,78.1,6.65,50,0,100.0,0,5,0,1,8,0,0,0
STU00331,Male,24,ECE,Day Scholar,123483,78.8,4.12,70,0,96.9,0,7,1,0,8,1,0,0
STU00332,Male,18,AIML,Day Scholar,67791,78.4,7.97,15,0,74.3,1,8,1,0,1,1,0,0
STU00333,Feamle,22,AIML,Day Scholar,59140,77.3,8.94,95,0,67.0,1,5,0,0,10,0,0,0
STU00334,Male,20,CSE,Day Scholar,129865,65.4,4.5,35,0,100.0,0,6,0,0,6,2,0,0
STU00335,Feamle,19,MC,Day Scholar,183148,72.5,9.71,49,1,74.5,1,5,0,0,9,0,0,0
STU00336,Feamle,20,CSE,Hosteler,195854,75.5,9.09,74,0,76.0,1,3,0,0,8,1,1,0
STU00337,Male,18,MC,Day Scholar,128875,77.9,6.05,47,0,88.4,1,2,1,0,5,0,0,0
STU00338,Male,24,MC,Day Scholar,71632,74.0,5.32,28,1,95.4,0,0,0,0,11,1,0,1
STU00339,Feamle,23,CSE,Hosteler,42203,85.9,8.58,41,0,100.0,0,7,0,0,0,0,0,0
STU00340,Feamle,24,CSE,Hosteler,113392,76.4,4.95,97,1,90.5,0,4,0,1,3,0,0,0
STU00341,Male,22,MC,Hosteler,132026,78.0,6.0,58,0,82.9,1,5,0,0,12,0,0,0
STU00342,Feamle,22,MC,Hosteler,65642,69.3,5.03,54,1,84.7,1,2,1,0,14,0,0,0
STU00343,Male,20,MC,Hosteler,146646,59.2,7.01,73,0,55.2,0,5,1,0,6,0,0,0
STU00344,Feamle,23,ECE,Hosteler,141430,77.3,9.2,66,1,73.9,0,2,1,1,11,0,0,0
STU00345,Male,20,MC,Day Scholar,29486,93.1,7.56,21,0,60.4,1,2,0,0,6,2,0,0
STU00346,Male,19,AIML,Hosteler,183230,81.7,8.53,95,0,96.5,0,3,0,0,3,0,1,0
STU00347,Male,21,AIML,Hosteler,34681,62.7,6.47,83,0,67.0,1,5,1,0,7,0,0,0
STU00348,Feamle,23,AIML,Hosteler,74790,87.2,7.15,1,0,100.0,1,6,1,0,2,0,1,0
STU00349,Feamle,21,CSE,Hosteler,75052,70.0,5.16,7,0,70.4,1,7,0,0,4,1,0,0
STU00350,Male,24,CSE,Hosteler,97237,85.7,6.85,40,1,66.6,0,7,0,0,7,0,0,0
STU00351,Feamle,19,CSE,Day Scholar,35372,69.5,5.88,88,0,65.2,1,6,0,0,3,1,0,0
STU00352,Male,21,MC,Day Scholar,46611,80.3,6.76,10,0,51.5,1,2,1,0,12,0,0,0
STU00353,Male,18,AIML,Day Scholar,25523,67.2,6.66,23,1,63.3,0,6,0,0,8,0,0,0
STU00354,Feamle,24,MC,Day Scholar,65793,67.6,6.53,25,1,65.2,0,6,0,0,9,0,0,0
STU00355,Feamle,21,ECE,Hosteler,171305,51.5,10.0,34,0,99.7,2,5,0,0,3,0,0,0
STU00356,Male,19,ECE,Hosteler,136465,82.7,9.65,4,1,74.2,1,6,1,0,10,0,0,0
STU00357,Feamle,21,CSE,Hosteler,176027,80.6,9.12,14,0,76.2,0,3,0,0,7,1,0,0
STU00358,Feamle,22,ECE,Day Scholar,67524,81.4,9.69,13,0,71.9,1,10,0,0,11,1,0,0
STU00359,Male,20,AIML,Hosteler,62621,79.1,9.13,36,1,100.0,1,4,0,1,2,0,0,0
STU00360,Male,18,ECE,Day Scholar,111418,63.6,6.97,17,1,83.4,0,11,0,0,11,0,0,0
STU00361,Feamle,22,CSE,Hosteler,101597,89.5,6.81,75,0,61.6,0,5,0,0,13,0,0,0
STU00362,Male,22,MC,Hosteler,20015,89.9,7.35,66,0,53.8,1,2,0,0,10,0,0,0
STU00363,Male,19,ECE,Day Scholar,24410,63.2,6.68,45,0,69.6,0,7,0,1,11,2,0,0
STU00364,Feamle,20,AIML,Day Scholar,38964,83.0,5.44,96,1,100.0,0,5,1,0,9,0,0,0
STU00365,Male,20,AIML,Day Scholar,90671,88.1,7.44,67,0,77.0,0,3,0,0,0,2,0,0
STU00366,Male,23,AIML,Day Scholar,134128,67.9,4.65,56,0,100.0,0,6,0,0,9,0,0,0
STU00367,Feamle,24,MC,Day Scholar,93484,70.6,7.21,39,0,100.0,2,4,1,0,11,1,0,0
STU00368,Feamle,18,AIML,Day Scholar,159674,83.0,5.51,89,1,100.0,1,10,1,0,2,1,0,0
STU00369,Male,24,CSE,Day Scholar,146003,52.3,6.88,84,0,73.6,1,6,0,1,3,0,0,0
STU00370,Male,19,CSE,Hosteler,27232,58.7,7.29,44,0,63.1,0,3,0,1,5,0,0,0
STU00371,Feamle,18,AIML,Day Scholar,135606,60.2,6.47,15,0,95.6,1,5,0,0,7,0,0,0
STU00372,Feamle,23,ECE,Day Scholar,199022,48.1,4.54,61,1,57.9,0,4,0,0,1,0,1,1
STU00373,Feamle,21,AIML,Hosteler,111602,91.3,5.22,22,0,80.3,1,6,0,1,6,0,0,0
STU00374,Feamle,22,CSE,Day Scholar,48381,45.2,7.69,87,0,62.1,0,5,0,0,7,0,0,0
STU00375,Male,18,CSE,Day Scholar,121647,80.1,6.16,72,0,71.5,0,7,0,0,1,0,0,0
STU00376,Feamle,24,CSE,Day Scholar,137174,87.2,7.84,82,0,78.0,0,8,0,0,3,0,0,0
STU00377,Feamle,22,ECE,Hosteler,96305,70.6,7.01,90,0,70.7,0,5,1,0,4,0,0,0
STU00378,Male,19,ECE,Day Scholar,76025,65.0,6.7,94,2,94.8,0,3,0,1,8,0,0,0
STU00379,Feamle,24,ECE,Day Scholar,102192,78.5,7.52,50,1,84.8,0,7,0,0,3,1,0,0
STU00380,Male,21,CSE,Day Scholar,20819,75.0,5.99,0,0,60.5,0,5,1,0,13,1,1,0
STU00381,Feamle,19,MC,Hosteler,186455,90.1,7.6,76,1,62.3,0,5,1,1,4,1,0,0
STU00382,Feamle,21,AIML,Day Scholar,91605,35.6,6.37,44,1,67.0,0,5,0,0,10,0,0,0
STU00383,Feamle,21,AIML,Hosteler,25640,61.2,10.0,3,1,100.0,0,4,1,0,2,0,0,0
STU00384,Male,22,CSE,Day Scholar,79888,83.4,5.3,54,0,94.6,0,9,1,0,1,0,1,0
STU00385,Male,19,ECE,Hosteler,122288,75.8,6.46,88,0,40.2,0,6,0,0,1,0,0,0
STU00386,Feamle,19,MC,Day Scholar,82244,86.3,6.52,9,0,86.0,0,5,1,0,0,0,0,0
STU00387,Male,18,MC,Day Scholar,51915,78.9,4.97,86,1,100.0,1,8,0,0,2,0,0,0
STU00388,Male,24,ECE,Hosteler,63642,73.0,8.09,29,0,86.3,1,4,0,0,9,0,0,0
STU00389,Male,19,AIML,Hosteler,135290,70.5,6.36,13,1,78.4,2,6,0,0,11,0,1,0
STU00390,Male,18,AIML,Hosteler,130433,100.0,3.43,95,0,67.3,1,2,0,0,13,0,0,0
STU00391,Male,20,MC,Hosteler,150014,98.0,8.04,29,0,60.1,0,4,0,0,9,2,1,0
STU00392,Male,20,MC,Hosteler,197961,82.4,6.05,4,2,85.3,0,4,0,0,4,1,0,0
STU00393,Feamle,20,ECE,Day Scholar,61215,76.2,6.84,14,0,39.7,0,1,1,0,0,0,0,0
STU00394,Feamle,23,AIML,Day Scholar,22487,83.1,8.02,16,1,66.5,0,5,0,0,0,0,0,0
STU00395,Male,19,MC,Day Scholar,119662,87.4,6.45,47,0,79.4,1,7,1,0,1,0,0,0
STU00396,Feamle,23,AIML,Day Scholar,81045,81.3,6.44,96,0,100.0,0,5,0,0,1,0,0,0
STU00397,Feamle,24,MC,Hosteler,112594,63.7,10.0,75,0,49.5,1,4,0,0,0,0,0,0
STU00398,Feamle,19,ECE,Hosteler,135377,100.0,3.77,24,0,71.2,1,7,0,0,4,0,0,0
STU00399,Feamle,18,AIML,Hosteler,79040,78.7,5.07,18,1,92.5,0,5,0,0,6,2,0,0
STU00400,Male,23,MC,Day Scholar,121470,100.0,5.36,58,2,76.1,1,9,0,0,9,1,0,0
STU00401,Feamle,23,MC,Day Scholar,110520,77.8,9.68,52,2,100.0,1,4,0,0,13,1,1,0
STU00402,Feamle,24,MC,Hosteler,81295,71.3,6.03,86,0,90.9,3,8,0,0,12,0,0,0
STU00403,Male,23,MC,Hosteler,20825,95.8,7.36,38,1,63.8,0,2,1,0,8,0,0,0
STU00404,Male,21,ECE,Day Scholar,152263,79.5,6.29,4,0,80.5,0,1,1,0,4,1,1,0
STU00405,Feamle,18,AIML,Day Scholar,194166,77.0,7.9,39,0,63.8,1,5,0,1,5,0,0,0
STU00406,Feamle,20,AIML,Day Scholar,150981,57.0,6.98,84,0,78.4,0,2,0,1,0,1,0,0
STU00407,Feamle,18,CSE,Hosteler,59553,84.9,7.38,57,1,83.5,2,1,0,0,5,0,0,0
STU00408,Feamle,21,AIML,Day Scholar,114305,67.6,8.93,99,0,93.4,0,7,0,0,6,1,0,0
STU00409,Feamle,24,CSE,Day Scholar,26813,68.3,7.66,77,1,84.2,0,6,0,0,5,0,0,0
STU00410,Feamle,24,MC,Day Scholar,46350,67.6,5.9,5,0,56.4,0,2,0,0,12,0,0,0
STU00411,Male,19,ECE,Day Scholar,180064,81.6,7.47,18,0,40.7,1,5,0,1,3,0,0,0
STU00412,Feamle,18,ECE,Day Scholar,185047,52.0,10.0,67,1,90.4,0,6,1,0,7,0,0,0
STU00413,Feamle,24,MC,Hosteler,176064,71.8,7.85,23,0,37.9,0,9,0,0,6,0,0,0
STU00414,Male,23,CSE,Hosteler,194808,89.7,7.23,89,0,83.3,0,2,0,0,1,0,0,0
STU00415,Male,24,MC,Day Scholar,152309,56.3,4.94,18,0,61.1,2,3,0,0,8,0,1,1
STU00416,Male,24,ECE,Day Scholar,24943,77.6,8.09,58,2,79.3,0,8,0,1,7,2,1,0
STU00417,Male,24,ECE,Day Scholar,150257,65.5,8.31,60,0,76.7,1,9,0,0,0,0,0,0
STU00418,Feamle,24,AIML,Day Scholar,112055,68.9,7.47,31,0,85.8,0,8,0,1,5,0,0,0
STU00419,Feamle,20,CSE,Hosteler,112292,99.8,7.17,44,4,79.8,1,4,0,0,11,2,0,0
STU00420,Feamle,20,AIML,Day Scholar,172292,50.2,10.0,34,2,93.2,1,2,0,0,1,0,0,0
STU00421,Feamle,19,ECE,Hosteler,198870,86.5,8.28,53,3,84.7,0,7,0,0,4,0,0,0
STU00422,Feamle,24,ECE,Day Scholar,48694,67.8,8.86,1,0,100.0,1,7,0,0,0,0,0,0
STU00423,Feamle,18,AIML,Day Scholar,179322,67.1,7.1,96,1,69.7,0,10,1,1,12,1,0,0
STU00424,Male,21,AIML,Day Scholar,184299,58.3,6.8,73,0,58.0,0,7,0,0,11,0,0,0
STU00425,Feamle,19,ECE,Hosteler,98305,86.3,7.95,44,0,84.9,0,6,0,0,0,0,0,0
STU00426,Male,18,AIML,Day Scholar,30447,72.1,6.8,32,0,77.8,0,3,0,1,0,0,0,0
STU00427,Male,24,AIML,Day Scholar,94045,70.2,6.92,22,0,87.1,0,5,0,1,5,0,1,0
STU00428,Feamle,22,CSE,Hosteler,42865,76.6,7.69,97,0,78.4,0,5,0,0,0,0,0,0
STU00429,Male,24,ECE,Day Scholar,75450,72.4,6.23,35,0,100.0,0,6,1,0,4,0,0,0
STU00430,Feamle,20,MC,Day Scholar,36134,45.0,7.33,93,0,89.1,0,4,1,0,6,0,1,0
STU00431,Male,21,CSE,Day Scholar,72378,67.6,7.12,68,1,55.4,0,5,0,0,5,1,0,0
STU00432,Feamle,23,MC,Day Scholar,167273,88.4,8.45,84,0,71.6,0,10,0,0,5,0,1,0
STU00433,Male,21,AIML,Hosteler,126889,52.4,6.08,79,1,82.9,0,8,0,0,4,0,0,0
STU00434,Feamle,23,AIML,Day Scholar,170008,58.7,4.0,70,0,71.6,1,2,0,0,8,2,0,1
STU00435,Feamle,21,MC,Day Scholar,172834,68.6,6.53,8,0,67.4,1,6,0,0,3,0,0,0
STU00436,Feamle,20,AIML,Hosteler,23228,64.1,7.6,87,1,100.0,0,3,0,0,8,0,0,0
STU00437,Feamle,23,AIML,Hosteler,79405,74.6,8.45,48,0,94.8,0,2,0,0,2,0,0,0
STU00438,Feamle,18,CSE,Hosteler,134764,58.6,5.96,25,1,65.0,0,7,1,0,0,0,0,0
STU00439,Male,23,MC,Hosteler,88946,69.2,7.81,95,0,97.7,0,10,1,0,5,1,1,0
STU00440,Male,19,CSE,Day Scholar,151480,74.3,8.7,26,0,95.7,2,4,0,0,1,0,0,0
STU00441,Male,18,MC,Day Scholar,138780,84.7,8.13,40,0,91.6,1,6,0,0,13,1,0,0
STU00442,Feamle,19,CSE,Day Scholar,67497,93.7,5.81,82,0,49.3,0,1,0,0,10,0,0,0
STU00443,Male,24,ECE,Hosteler,71419,71.1,5.98,71,1,83.0,1,2,0,1,10,0,0,0
STU00444,Feamle,21,ECE,Day Scholar,139216,100.0,7.65,100,0,60.2,0,4,0,0,0,1,0,0
STU00445,Feamle,18,MC,Day Scholar,145733,72.2,9.44,5,1,75.9,0,5,0,0,5,0,0,0
STU00446,Male,21,ECE,Day Scholar,140262,87.4,7.02,82,3,100.0,1,4,1,0,11,0,0,0
STU00447,Male,24,CSE,Day Scholar,156845,100.0,6.75,86,1,72.0,0,8,0,0,3,0,1,0
STU00448,Feamle,22,MC,Day Scholar,122301,77.1,4.95,65,1,76.8,0,8,1,0,14,0,0,0
STU00449,Male,21,ECE,Day Scholar,156689,54.4,6.45,60,0,51.7,0,3,0,0,10,1,0,0
STU00450,Feamle,24,ECE,Hosteler,138400,76.4,5.93,66,3,82.7,0,7,0,1,5,1,0,0
STU00451,Feamle,21,MC,Day Scholar,154979,65.8,7.04,65,0,100.0,0,3,0,0,4,0,0,0
STU00452,Feamle,24,ECE,Day Scholar,33841,70.9,4.73,76,1,100.0,0,3,0,0,9,1,0,0
STU00453,Feamle,19,ECE,Day Scholar,110866,100.0,6.51,95,0,98.3,2,6,0,0,6,0,1,0
STU00454,Feamle,24,MC,Day Scholar,199163,56.7,5.49,42,0,71.5,1,5,0,0,1,1,1,1
STU00455,Male,23,ECE,Hosteler,74501,79.5,8.41,24,0,89.4,0,9,0,0,14,0,0,0
STU00456,Male,22,ECE,Day Scholar,81855,61.8,5.71,61,1,70.6,0,5,0,1,1,1,0,0
STU00457,Feamle,21,ECE,Day Scholar,117735,70.4,6.14,12,0,83.2,0,8,0,0,12,0,0,0
STU00458,Feamle,24,ECE,Day Scholar,111822,86.2,7.42,93,0,90.4,0,5,0,0,9,1,0,0
STU00459,Male,24,AIML,Hosteler,170931,79.8,6.32,82,0,52.4,0,4,1,0,12,0,0,0
STU00460,Male,21,MC,Day Scholar,92352,71.6,10.0,23,0,95.3,1,7,0,0,11,2,0,0
STU00461,Feamle,22,AIML,Day Scholar,167620,65.3,8.4,96,2,88.5,0,5,1,0,1,0,0,0
STU00462,Male,22,AIML,Day Scholar,141780,79.7,7.03,58,1,65.1,2,7,0,0,4,0,0,0
STU00463,Feamle,24,CSE,Hosteler,104581,100.0,7.55,76,1,40.1,0,2,1,0,7,1,0,0
STU00464,Male,18,AIML,Hosteler,139156,61.5,3.47,94,0,84.1,0,4,1,0,6,0,0,0
STU00465,Feamle,19,AIML,Day Scholar,53385,100.0,8.85,37,2,94.0,0,7,0,0,4,1,0,0
STU00466,Male,22,CSE,Hosteler,175716,93.0,7.77,7,1,73.4,0,2,0,0,1,0,0,0
STU00467,Feamle,22,ECE,Day Scholar,25639,95.5,6.89,57,2,73.5,0,7,0,0,0,0,0,0
STU00468,Male,20,ECE,Day Scholar,97152,79.6,7.85,29,0,91.2,0,5,0,0,7,1,0,0
STU00469,Male,23,AIML,Day Scholar,40580,92.6,8.03,18,1,67.2,0,6,0,0,10,0,0,0
STU00470,Feamle,22,CSE,Day Scholar,118304,59.9,6.38,95,1,93.7,0,8,0,1,10,0,0,0
STU00471,Male,19,ECE,Hosteler,46974,65.0,7.57,29,0,74.5,1,7,0,1,4,0,0,0
STU00472,Feamle,23,CSE,Day Scholar,196445,86.5,8.57,54,0,84.6,0,6,1,0,13,0,0,0
STU00473,Male,23,MC,Day Scholar,133262,79.4,7.68,45,0,86.7,1,5,0,0,3,1,0,0
STU00474,Feamle,21,MC,Day Scholar,67612,72.8,6.62,37,0,100.0,0,3,0,0,6,0,0,0
STU00475,Male,21,MC,Day Scholar,175833,37.5,7.44,16,0,85.5,0,3,1,0,5,0,0,0
STU00476,Feamle,21,MC,Day Scholar,30701,68.5,9.07,97,0,61.9,2,6,0,0,13,0,0,0
STU00477,Male,21,AIML,Hosteler,40822,57.4,8.18,79,1,69.4,0,7,1,0,7,2,0,0
STU00478,Feamle,20,MC,Day Scholar,34970,82.4,5.26,58,0,69.3,0,4,0,1,10,0,0,0
STU00479,Male,22,MC,Day Scholar,106728,72.1,7.88,36,0,90.3,1,6,0,1,8,0,1,0
STU00480,Feamle,21,CSE,Day Scholar,55847,65.6,7.68,54,1,78.8,0,7,0,1,6,0,0,0
STU00481,Feamle,24,ECE,Day Scholar,43103,100.0,8.75,5,0,79.8,1,3,0,0,1,0,0,0
STU00482,Feamle,18,CSE,Hosteler,140706,90.6,7.05,65,1,100.0,1,3,0,1,11,0,0,0
STU00483,Male,21,AIML,Day Scholar,80787,90.8,6.45,68,0,97.6,0,9,0,1,10,0,1,0
STU00484,Feamle,22,MC,Day Scholar,168016,100.0,4.95,41,0,74.3,0,7,0,1,1,3,0,0
STU00485,Male,21,ECE,Hosteler,34974,87.0,5.96,82,0,100.0,1,4,0,0,9,0,0,0
STU00486,Feamle,20,ECE,Day Scholar,66984,63.4,8.81,64,0,100.0,0,6,1,1,1,0,0,0
STU00487,Male,19,MC,Hosteler,66893,61.7,7.3,88,0,63.1,0,4,0,0,3,1,0,0
STU00488,Feamle,19,MC,Day Scholar,177386,89.5,6.85,79,0,69.3,1,2,1,1,1,2,0,0
